Sun Apr 22 18:38:15 2018    simple_plot_profile_3.prof

         256094 function calls (251833 primitive calls) in 64.321 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:1419(get_backend)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/weakref.py:267(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/_methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/forking.py:60(ForkingPickler)
       12    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:767(get_scale)
       19    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:274(close_group)
       19    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:267(open_group)
        1    0.000    0.000    0.000    0.000 <string>:1(Page)
        2    0.000    0.000    0.000    0.000 {_socket.inet_aton}
       12    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/decomp_lu.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:314(x1)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/nanfunctions.py:21(<module>)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:396(_wrap)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/_decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 {fcntl.ioctl}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/_version.py:7(<module>)
        4    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_managers.py:46(ToolManager)
        6    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:323(y1)
       15    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:2311(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/stackplot.py:8(<module>)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:1114(set_x)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/six.py:475(Module_six_moves_urllib)
        6    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:40(_wrap_text)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:2087(get_minpos)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mathtext.py:1856(GlueSpec)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:1031(fixlist)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:854(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/_trustregion_exact.py:188(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 {method 'send' of '_multiprocessing.Connection' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/StringIO.py:30(<module>)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:341(p1)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/polynomial/hermite.py:1814(Hermite)
       15    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:897(get_label)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/process.py:86(Process)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:78(__init__)
       15    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/markers.py:292(_set_nothing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:1378(__init__)
        8    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1103(set_linewidth)
        1    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/log.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:400(intervaly)
       18    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1326(depth)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/animation.py:739(ImageMagickBase)
       11    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:642(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/function_base.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:1024(daemon)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/collections.py:715(get_edgecolor)
       16    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/scale.py:65(__init__)
        1    0.000    0.000    0.000    0.000 {time.localtime}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:41(__init__)
       11    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend_handler.py:61(__init__)
        6    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:528(_cleanup)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:2466(get_minpos)
       14    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/_common.py:9(__init__)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:1123(set_y)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/testing/utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3129(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/font_manager.py:606(FontProperties)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/colors.py:874(__init__)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1111(LockableBbox)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2655(Menu)
        1    0.000    0.000    0.000    0.000 <string>:1(Text)
        7    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/core.py:3372(__setattr__)
        1    0.000    0.000    0.000    0.000 <string>:1(Font)
       16    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:490(get_gid)
       14    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/_lib/decorator.py:219(<genexpr>)
       11    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2186(Canvas)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/special_matrices.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:569(isSet)
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        2    0.000    0.000    0.000    0.000 {_warnings.warn}
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:301(ParseResults)
       15    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:788(get_minimumdescent)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:2209(__init__)
        7    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/_backend_tk.py:799(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3892(__str__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/polynomial/legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 {posix.mkdir}
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:3179(update)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/polynomial/polynomial.py:1606(Polynomial)
        4    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/__init__.py:33(clear_trajectories)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/process.py:107(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/genericpath.py:85(_splitext)
        6    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:215(get_tick_padding)
       10    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:948(_check_timeout)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:269(set_aa)
        1    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/plot/baseplotter.py:87(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/tqdm/_utils.py:7(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:314(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/tz/tz.py:374(tzfile)
       14    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:940(_remaining_time)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3162(__init__)
        7    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:1491(clean)
        9    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:1225(get_usetex)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/tri/tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/posixpath.py:89(split)
        9    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/decomp_qr.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:294(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/testing/__init__.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/_color_data.py:34(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/plot/matplotlibplotter.py:11(MatplotlibPlotter)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/weakref.py:48(remove)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/polynomial/chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2886(Text)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/projections/__init__.py:106(get_projection_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/special/_logsumexp.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:1483(__init__)
       13    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1045(set_clip_path)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/pyplot.py:608(get_fignums)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:283(<dictcomp>)
       13    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1151(get_hatch)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:2730(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:1275(addCondition)
        8    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1094(set_joinstyle)
       13    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1178(get_hatch_linewidth)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cm.py:140(get_cmap)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.unravel_index}
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/polynomial/hermite_e.py:1811(HermiteE)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/encodings/ascii.py:41(getregentry)
       10    0.000    0.000    0.000    0.000 {method 'endswith' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
       13    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:890(restore)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/animation.py:445(FileMovieWriter)
        8    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/animation.py:117(register)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/uuid.py:53(UUID)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/tqdm/_tqdm.py:158(status_printer)
       13    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:930(get_dashes)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:165(__call__)
       14    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:363(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:1015(fixitems)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/polynomial/laguerre.py:1764(Laguerre)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/arraypad.py:5(<module>)
       14    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:296(is_transform_set)
        2    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/core/quaddiff.py:14(QuadraticDifferential)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/coo.py:21(coo_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/string.py:248(strip)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/encodings/hex_codec.py:70(getregentry)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/windowing.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:171(Pickler)
       13    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1166(get_hatch_color)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/getlimits.py:532(max)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/mixins.py:55(_unary_method)
       13    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1184(get_sketch_params)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/arraysetops.py:27(<module>)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/_lib/_util.py:156(__init__)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/collections.py:387(set_urls)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:351(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/animation.py:961(Animation)
        4    0.000    0.000    0.000    0.000 {posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 <string>:1(CacheInfo)
        8    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1030(set_capstyle)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/encodings/utf_8.py:15(decode)
        1    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/__init__.py:11(QD)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/weakref.py:127(get)
       13    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:990(get_snap)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 {function seed at 0xb3dc03e4}
       12    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:47(bbox_artist)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/collections.py:462(set_offset_position)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/_sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/backend_agg.py:127(_update_methods)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/projections/__init__.py:52(get_projection_class)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:208(get_patch_transform)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/_norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/_expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/re.py:277(filter)
       12    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/markers.py:248(get_marker)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:1176(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/re.py:204(escape)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/linalg/linalg.py:123(_realType)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/compat/_inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:394(deletecommand)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/_remove_redundancy.py:4(<module>)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:969(__iter__)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/utils.py:50(__init__)
        7    0.000    0.000    0.000    0.000 {vars}
       10    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1132(set_snap)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/collections.py:400(set_hatch)
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
       12    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:1478(_update_axisinfo)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/rrule.py:1406(_rrulestr)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/process.py:149(is_alive)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_tools.py:34(ToolBase)
        1    0.000    0.000    0.000    0.000 <string>:1(_XYPair)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:1241(TextWithDash)
        1    0.000    0.000    0.000    0.000 <string>:1(Box)
