Sun Apr 22 18:38:15 2018    simple_plot_profile_3.prof

         256094 function calls (251833 primitive calls) in 64.321 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/tqdm/_tqdm.py:380(__new__)
        8    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:3024(_validate_converted_limits)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/dis.py:1(<module>)
       18    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/core.py:994(__init__)
        6    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:2838(get_transformed_points_and_affine)
        5    0.000    0.000    0.001    0.000 /usr/lib/python2.7/threading.py:541(Event)
      143    0.001    0.000    0.001    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1185(getint_event)
       18    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/getlimits.py:376(__new__)
       56    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/linecache.py:43(checkcache)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/path.py:10(<module>)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:870(RcParams)
       75    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/encodings/ascii.py:25(decode)
       19    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/testing/nose_tools/nosetester.py:554(_numpy_tester)
       27    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/font_manager.py:1015(make_rcparams_key)
       15    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/stride_tricks.py:195(broadcast_arrays)
        5    0.000    0.000    0.001    0.000 /usr/lib/python2.7/threading.py:560(__init__)
       13    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:849(__init__)
       25    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3975(__init__)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:74(Artist)
        6    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:2481(transform_affine)
        8    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:952(_set_artist_props)
        1    0.000    0.000    0.001    0.001 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/__init__.py:61(add_points_mesh)
      172    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/sre_parse.py:83(closegroup)
       20    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:726(_convert_units)
        2    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:2848(tick_params)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/_linprog.py:16(<module>)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/parser/isoparser.py:40(isoparser)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:213(_xy_from_xy)
       22    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:54(__init__)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/_lib/_ccallback.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/tri/triangulation.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1872(pack_configure)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/backports/__init__.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1360(contains_branch_seperately)
        6    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/colors.py:233(to_rgba_array)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/projections/polar.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /usr/lib/python2.7/threading.py:602(wait)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/matfuncs.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:962(_gen_axes_patch)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/pkgutil.py:482(extend_path)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:4428(delimitedList)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1340(contains_branch)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/multiprocessing/dummy/__init__.py:36(<module>)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/linalg/linalg.py:10(<module>)
       10    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:823(from_bounds)
       87    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/_weakrefset.py:26(__exit__)
      160    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/colors.py:431(__init__)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/markers.py:558(_set_star)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/blas.py:184(<module>)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/linalg/decomp_schur.py:1(<module>)
       71    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/pyplot.py:581(_auto_draw_if_interactive)
        7    0.001    0.000    0.001    0.000 {compile}
        6    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1812(transform_path_affine)
       14    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:288(set_edgecolor)
       61    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:2804(__str__)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/integrate/_ivp/bdf.py:1(<module>)
      204    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:1822(<genexpr>)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/distutils/errors.py:9(<module>)
       22    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:64(<dictcomp>)
        5    0.001    0.000    0.001    0.000 /usr/lib/python2.7/multiprocessing/synchronize.py:74(__init__)
       17    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/shape_base.py:330(column_stack)
       16    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/ticker.py:501(__init__)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/encodings/__init__.py:71(search_function)
        2    0.000    0.000    0.001    0.000 /usr/lib/python2.7/multiprocessing/__init__.py:102(Pipe)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/dsolve/linsolve.py:1(<module>)
       27    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/lines.py:632(set_data)
       12    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:1789(<genexpr>)
      273    0.001    0.000    0.001    0.000 {method 'itervalues' of 'dict' objects}
      276    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:160(validate_float)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/_backend_tk.py:692(_Spacer)
    27/25    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:2687(get_matrix)
       53    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3559(<genexpr>)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/widgets.py:10(<module>)
      543    0.001    0.000    0.001    0.000 {abs}
      542    0.001    0.000    0.001    0.000 {method 'isalnum' of 'str' objects}
      257    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/six.py:184(find_module)
       30    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/getlimits.py:70(<lambda>)
      2/1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:2513(inverted)
        3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2523(__init__)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/_lsq/trf_linear.py:2(<module>)
        8    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:4761(<genexpr>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/unittest/main.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:2423(autoscale_view)
      135    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:414(validate_string)
       23    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:178(update)
        9    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/extras.py:238(__init__)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:798(matplotlib_fname)
       30    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:331(_set_artist_props)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:1724(FigureCanvasBase)
      129    0.001    0.000    0.001    0.000 {_sre.compile}
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/_cm_listed.py:1(<module>)
       97    0.001    0.000    0.001    0.000 {sorted}
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3331(setResultsName)
        6    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:4759(<lambda>)
       34    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/sre_parse.py:216(isname)
      505    0.001    0.000    0.001    0.000 {globals}
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/opcode.py:5(<module>)
      466    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
       13    0.000    0.000    0.001    0.000 /usr/lib/python2.7/contextlib.py:54(contextmanager)
        9    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:2362(sanitize_sequence)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/mimetools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:1794(_get_label)
       19    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/testing/nose_tools/nosetester.py:157(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/glob.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/markers.py:371(_set_circle)
      125    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:1328(preParse)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:3363(set_ylim)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:404(<module>)
    32/24    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/spines.py:158(_ensure_position_is_set)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:84(get_grid_positions)
      149    0.001    0.000    0.001    0.000 /usr/lib/python2.7/inspect.py:51(ismodule)
        9    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/extras.py:242(getdoc)
      139    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:66(__call__)
       21    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:1170(is_math_text)
      256    0.001    0.000    0.001    0.000 {numpy.core.multiarray.can_cast}
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1902(inverted)
      137    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/_weakrefset.py:36(__init__)
       57    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:437(validate_fontsize)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/quiver.py:15(<module>)
       14    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:338(_apply_params)
       16    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:1588(set_major_locator)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/arrayprint.py:5(<module>)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/markers.py:716(_set_tickup)
       46    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:904(_validate_linestyle)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/distutils/util.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/compat/__init__.py:10(<module>)
      388    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/sre_parse.py:134(__setitem__)
        4    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:650(_get_config_or_cache_dir)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/function_base.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:581(__init__)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/parser/_parser.py:58(_timelex)
      383    0.001    0.000    0.001    0.000 {method 'iteritems' of 'dict' objects}
       10    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:2346(safe_first_element)
       80    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/lines.py:62(_scale_dashes)
    29/15    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:686(get_xaxis_transform)
        6    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:2824(_revalidate)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/getlimits.py:409(_init)
      107    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/_weakrefset.py:83(add)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:2485(__init__)
       91    0.000    0.000    0.001    0.000 /usr/lib/python2.7/collections.py:355(<genexpr>)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:846(_update_transScale)
      120    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:1362(fs_encode)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/projections/geo.py:1(<module>)
       21    0.000    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:210(_acquireLock)
        4    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/spines.py:392(set_position)
        4    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:829(gen_candidates)
       27    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/core.py:918(__init__)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:687(_get_configdir)
       20    0.000    0.000    0.001    0.000 {zip}
       22    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1039(__init__)
      168    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3248(<genexpr>)
      249    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
       75    0.001    0.000    0.001    0.000 {_codecs.ascii_decode}
        7    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/_lib/_util.py:314(getargspec_no_self)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/category.py:13(<module>)
       19    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/font_manager.py:804(set_family)
       18    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:840(get_unitless_position)
       38    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/compat/_inspect.py:67(getargs)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/csv.py:4(<module>)
        1    0.001    0.001    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/_numdiff.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/lines.py:1258(_get_rgba_face)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:711(_get_cachedir)
    29/15    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:766(get_yaxis_transform)
       74    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:1433(is_interactive)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/lib-tk/Tkinter.py:1817(readprofile)
       22    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:2667(__init__)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:625(set_figure)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/linalg/linalg.py:464(inv)
       23    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1875(transform_affine)
        2    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:2130(_process_unit_info)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/tri/triinterpolate.py:3(<module>)
        6    0.000    0.000    0.001    0.000 /usr/lib/python2.7/inspect.py:845(formatargspec)
      262    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/cycler.py:227(<genexpr>)
       17    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1795(transform)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/polynomial/hermite.py:59(<module>)
       88    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/six.py:141(__init__)
        4    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/backports/functools_lru_cache.py:82(decorating_function)
       27    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/genericpath.py:38(isdir)
      328    0.001    0.000    0.001    0.000 /usr/lib/python2.7/threading.py:63(_note)
       16    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/function_base.py:1851(diff)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/interface.py:41(<module>)
        4    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:1819(__radd__)
       32    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/posixpath.py:127(dirname)
        8    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:588(_get_home)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:2743(Regex)
      282    0.001    0.000    0.001    0.000 {numpy.core.multiarray.add_docstring}
       25    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:303(__call__)
        6    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:290(__init__)
      267    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/font_manager.py:1231(score_size)
        3    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend_handler.py:163(get_xdata)
        7    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/_lib/decorator.py:53(__init__)
      216    0.001    0.000    0.001    0.000 {method 'replace' of 'unicode' objects}
        8    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/core.py:8028(__init__)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:2166(_get_label)
      172    0.001    0.000    0.001    0.000 {repr}
      267    0.001    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/font_manager.py:1158(score_style)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/unittest/runner.py:1(<module>)
       16    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:2529(__init__)
        1    0.000    0.000    0.001    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/tqdm/_monitor.py:24(__init__)
       26    0.000    0.000    0.001    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/numerictypes.py:230(bitname)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/email/__init__.py:5(<module>)
